2023-05-17 19:10:43,661 INFO    StreamThr :485892 [internal.py:wandb_internal():86] W&B internal server running at pid: 485892, started at: 2023-05-17 19:10:43.660807
2023-05-17 19:10:43,671 DEBUG   HandlerThread:485892 [handler.py:handle_request():144] handle_request: status
2023-05-17 19:10:43,676 INFO    WriterThread:485892 [datastore.py:open_for_write():85] open: /home/bile-itu/git/dbAlpha_hebb/wandb/run-20230517_191043-i4ueo0cf/run-i4ueo0cf.wandb
2023-05-17 19:10:43,676 DEBUG   SenderThread:485892 [sender.py:send():375] send: header
2023-05-17 19:10:43,681 DEBUG   SenderThread:485892 [sender.py:send():375] send: run
2023-05-17 19:10:44,155 INFO    SenderThread:485892 [dir_watcher.py:__init__():219] watching files in: /home/bile-itu/git/dbAlpha_hebb/wandb/run-20230517_191043-i4ueo0cf/files
2023-05-17 19:10:44,155 INFO    SenderThread:485892 [sender.py:_start_run_threads():1124] run started: i4ueo0cf with start time 1684343443.659824
2023-05-17 19:10:44,155 DEBUG   SenderThread:485892 [sender.py:send_request():402] send_request: summary_record
2023-05-17 19:10:44,155 INFO    SenderThread:485892 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-17 19:10:44,157 DEBUG   HandlerThread:485892 [handler.py:handle_request():144] handle_request: check_version
2023-05-17 19:10:44,157 DEBUG   SenderThread:485892 [sender.py:send_request():402] send_request: check_version
2023-05-17 19:10:44,305 DEBUG   HandlerThread:485892 [handler.py:handle_request():144] handle_request: run_start
2023-05-17 19:10:44,314 DEBUG   HandlerThread:485892 [system_info.py:__init__():31] System info init
2023-05-17 19:10:44,314 DEBUG   HandlerThread:485892 [system_info.py:__init__():46] System info init done
2023-05-17 19:10:44,314 INFO    HandlerThread:485892 [system_monitor.py:start():181] Starting system monitor
2023-05-17 19:10:44,314 INFO    SystemMonitor:485892 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-17 19:10:44,314 INFO    HandlerThread:485892 [system_monitor.py:probe():201] Collecting system info
2023-05-17 19:10:44,314 INFO    SystemMonitor:485892 [interfaces.py:start():190] Started cpu monitoring
2023-05-17 19:10:44,315 INFO    SystemMonitor:485892 [interfaces.py:start():190] Started disk monitoring
2023-05-17 19:10:44,316 INFO    SystemMonitor:485892 [interfaces.py:start():190] Started gpu monitoring
2023-05-17 19:10:44,316 INFO    SystemMonitor:485892 [interfaces.py:start():190] Started memory monitoring
2023-05-17 19:10:44,317 INFO    SystemMonitor:485892 [interfaces.py:start():190] Started network monitoring
2023-05-17 19:10:44,325 DEBUG   HandlerThread:485892 [system_info.py:probe():195] Probing system
2023-05-17 19:10:44,327 DEBUG   HandlerThread:485892 [system_info.py:_probe_git():180] Probing git
2023-05-17 19:10:44,331 DEBUG   HandlerThread:485892 [system_info.py:_probe_git():188] Probing git done
2023-05-17 19:10:44,331 DEBUG   HandlerThread:485892 [system_info.py:probe():240] Probing system done
2023-05-17 19:10:44,331 DEBUG   HandlerThread:485892 [system_monitor.py:probe():210] {'os': 'Linux-5.19.0-41-generic-x86_64-with-glibc2.35', 'python': '3.10.6', 'heartbeatAt': '2023-05-17T17:10:44.325664', 'startedAt': '2023-05-17T17:10:43.641565', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/bile-itu/git/dbAlpha_hebb/training_dbalpha_FF.py', 'codePath': 'training_dbalpha_FF.py', 'git': {'remote': 'https://github.com/Leung555/dbAlpha_hebb.git', 'commit': '804750d07d9eb3bcc3e66d6e2ff86991cf5e1174'}, 'email': 'binggwong.l_s17@vistec.ac.th', 'root': '/home/bile-itu/git/dbAlpha_hebb', 'host': 'bileitu-workstation', 'username': 'bile-itu', 'executable': '/home/bile-itu/hebbian_env/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 4048.58125, 'min': 800.0, 'max': 4500.0}, 'cpu_freq_per_core': [{'current': 4399.989, 'min': 800.0, 'max': 4500.0}, {'current': 4400.009, 'min': 800.0, 'max': 4500.0}, {'current': 4399.998, 'min': 800.0, 'max': 4500.0}, {'current': 4399.958, 'min': 800.0, 'max': 4500.0}, {'current': 4400.009, 'min': 800.0, 'max': 4500.0}, {'current': 4400.038, 'min': 800.0, 'max': 4500.0}, {'current': 4400.021, 'min': 800.0, 'max': 4500.0}, {'current': 4405.3, 'min': 800.0, 'max': 4500.0}], 'disk': {'total': 456.8854446411133, 'used': 49.14572525024414}, 'gpu': 'NVIDIA GeForce RTX 2070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2070', 'memory_total': 8589934592}], 'memory': {'total': 31.220211029052734}}
2023-05-17 19:10:44,331 INFO    HandlerThread:485892 [system_monitor.py:probe():211] Finished collecting system info
2023-05-17 19:10:44,331 INFO    HandlerThread:485892 [system_monitor.py:probe():214] Publishing system info
2023-05-17 19:10:44,331 DEBUG   HandlerThread:485892 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-17 19:10:44,331 DEBUG   HandlerThread:485892 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-17 19:10:44,331 INFO    HandlerThread:485892 [system_monitor.py:probe():216] Finished publishing system info
2023-05-17 19:10:44,332 DEBUG   SenderThread:485892 [sender.py:send():375] send: files
2023-05-17 19:10:44,333 INFO    SenderThread:485892 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-05-17 19:10:44,337 DEBUG   HandlerThread:485892 [handler.py:handle_request():144] handle_request: stop_status
2023-05-17 19:10:44,337 DEBUG   SenderThread:485892 [sender.py:send_request():402] send_request: stop_status
2023-05-17 19:10:44,596 DEBUG   SenderThread:485892 [sender.py:send():375] send: telemetry
2023-05-17 19:10:44,912 INFO    wandb-upload_0:485892 [upload_job.py:push():137] Uploaded file /tmp/tmph2t8k55gwandb/meh17qps-wandb-metadata.json
